,Survived,Pclass,Age,Fare,Family_label,Ticket_Class,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
223,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
224,1.0,1,38.0,90.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
225,0.0,3,22.0,9.35,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
226,1.0,2,19.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
227,0.0,3,20.5,7.25,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
228,0.0,2,18.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
229,0.0,3,17.33372950649182,25.4667,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
230,1.0,1,35.0,83.475,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
231,0.0,3,29.0,7.775,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
232,0.0,2,59.0,13.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,1.0,3,5.0,31.3875,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
234,0.0,2,24.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
235,0.0,3,17.33372950649182,7.55,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
236,0.0,2,44.0,26.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
237,1.0,2,8.0,26.25,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
238,0.0,2,19.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
239,0.0,2,33.0,12.275,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
240,0.0,3,17.33372950649182,14.4542,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
241,1.0,3,17.33372950649182,15.5,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
242,0.0,2,29.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
243,0.0,3,22.0,7.125,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
244,0.0,3,30.0,7.225,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
245,0.0,1,44.0,90.0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
246,0.0,3,25.0,7.775,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
247,1.0,2,24.0,14.5,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
248,1.0,1,37.0,52.5542,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
249,0.0,2,54.0,26.0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
250,0.0,3,28.22625599477246,7.25,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
251,0.0,3,29.0,10.4625,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
252,0.0,1,62.0,26.55,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
253,0.0,3,30.0,16.1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
254,0.0,3,41.0,20.2125,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
255,1.0,3,29.0,15.2458,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
256,1.0,1,43.11469647488398,79.2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
257,1.0,1,30.0,86.5,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
258,1.0,1,35.0,512.3292,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
259,1.0,2,50.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
260,0.0,3,28.22625599477246,7.75,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
261,1.0,3,3.0,31.3875,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,0.0,1,52.0,79.65,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
263,0.0,1,40.0,0.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
264,0.0,3,17.33372950649182,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
265,0.0,2,36.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
266,0.0,3,16.0,39.6875,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
267,1.0,3,25.0,7.775,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
268,1.0,1,58.0,153.4625,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
269,1.0,1,35.0,135.6333,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
270,0.0,1,41.51911940270861,31.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
271,1.0,3,25.0,0.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
272,1.0,2,41.0,19.5,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
273,0.0,1,37.0,29.7,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
274,1.0,3,17.33372950649182,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
275,1.0,1,63.0,77.9583,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
276,0.0,3,45.0,7.75,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
277,0.0,2,32.535640595957396,0.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
278,0.0,3,7.0,29.125,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,1.0,3,35.0,20.25,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
280,0.0,3,65.0,7.75,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
281,0.0,3,28.0,7.8542,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
282,0.0,3,16.0,9.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
283,1.0,3,19.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,0.0,1,41.51911940270861,26.0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
285,0.0,3,33.0,8.6625,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
286,1.0,3,30.0,9.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
287,0.0,3,22.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
288,1.0,2,42.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
289,1.0,3,22.0,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
290,1.0,1,26.0,78.85,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
291,1.0,1,19.0,91.0792,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
292,0.0,2,36.0,12.875,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
293,0.0,3,24.0,8.85,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
294,0.0,3,24.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
295,0.0,1,41.51911940270861,27.7208,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,0.0,3,23.5,7.2292,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
297,0.0,1,2.0,151.55,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
298,1.0,1,41.51911940270861,30.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
299,1.0,1,50.0,247.5208,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
300,1.0,3,17.33372950649182,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
301,1.0,3,28.22625599477246,23.25,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
302,0.0,3,19.0,0.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
303,1.0,2,20.675191385898447,12.35,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
304,0.0,3,28.22625599477246,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
305,1.0,1,0.92,151.55,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,1.0,1,30.116390384991725,110.8833,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
307,1.0,1,17.0,108.9,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
308,0.0,2,30.0,24.0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
309,1.0,1,30.0,56.9292,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
310,1.0,1,24.0,83.1583,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
311,1.0,1,18.0,262.375,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
312,0.0,2,26.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
313,0.0,3,28.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
314,0.0,2,43.0,26.25,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
315,1.0,3,26.0,7.8542,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
316,1.0,2,24.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
317,0.0,2,54.0,14.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
318,1.0,1,31.0,164.8667,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
319,1.0,1,40.0,134.5,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
320,0.0,3,22.0,7.25,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
321,0.0,3,27.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
322,1.0,2,30.0,12.35,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
323,1.0,2,22.0,29.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
324,0.0,3,28.22625599477246,69.55,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
325,1.0,1,36.0,135.6333,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
326,0.0,3,61.0,6.2375,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
327,1.0,2,36.0,13.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
328,1.0,3,31.0,20.525,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
329,1.0,1,16.0,57.9792,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
330,1.0,3,17.33372950649182,23.25,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
331,0.0,1,45.5,28.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
332,0.0,1,38.0,153.4625,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
333,0.0,3,16.0,18.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
334,1.0,1,43.11469647488398,133.65,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
335,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
336,0.0,1,29.0,66.6,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
337,1.0,1,41.0,134.5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
338,1.0,3,45.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
339,0.0,1,45.0,35.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
340,1.0,2,2.0,26.0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
341,1.0,1,24.0,263.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
342,0.0,2,28.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
343,0.0,2,25.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
344,0.0,2,36.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
345,1.0,2,24.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
346,1.0,2,40.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
347,1.0,3,32.49434306285119,16.1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
348,1.0,3,3.0,15.9,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,0.0,3,42.0,8.6625,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
350,0.0,3,23.0,9.225,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
351,0.0,1,41.51911940270861,35.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
352,0.0,3,15.0,7.2292,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
353,0.0,3,25.0,17.8,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
354,0.0,3,28.22625599477246,7.225,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
355,0.0,3,28.0,9.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
356,1.0,1,22.0,55.0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
357,0.0,2,38.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
358,1.0,3,17.33372950649182,7.8792,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
359,1.0,3,17.33372950649182,7.8792,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
360,0.0,3,40.0,27.9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
361,0.0,2,29.0,27.7208,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
362,0.0,3,45.0,14.4542,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
363,0.0,3,35.0,7.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
364,0.0,3,28.22625599477246,15.5,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
365,0.0,3,30.0,7.25,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
366,1.0,1,60.0,75.25,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
367,1.0,3,32.49434306285119,7.2292,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
368,1.0,3,17.33372950649182,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
369,1.0,1,24.0,69.3,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
370,1.0,1,25.0,55.4417,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
371,0.0,3,18.0,6.4958,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
372,0.0,3,19.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
373,0.0,1,22.0,135.6333,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
374,0.0,3,3.0,21.075,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
375,1.0,1,43.11469647488398,82.1708,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
376,1.0,3,22.0,7.25,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
377,0.0,1,27.0,211.5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
378,0.0,3,20.0,4.0125,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
379,0.0,3,19.0,7.775,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
380,1.0,1,42.0,227.525,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
381,1.0,3,1.0,15.7417,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
382,0.0,3,32.0,7.925,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
383,1.0,1,35.0,52.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
384,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
385,0.0,2,18.0,73.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
386,0.0,3,1.0,46.9,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,1.0,2,36.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
388,0.0,3,28.22625599477246,7.7292,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
389,1.0,2,17.0,12.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
390,1.0,1,36.0,120.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
391,1.0,3,21.0,7.7958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
392,0.0,3,28.0,7.925,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
393,1.0,1,23.0,113.275,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
394,1.0,3,24.0,16.7,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
395,0.0,3,22.0,7.7958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
396,0.0,3,31.0,7.8542,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
397,0.0,2,46.0,26.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
398,0.0,2,23.0,10.5,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
399,1.0,2,28.0,12.65,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
400,1.0,3,39.0,7.925,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
401,0.0,3,26.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
402,0.0,3,21.0,9.825,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
403,0.0,3,28.0,15.85,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
404,0.0,3,20.0,8.6625,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
405,0.0,2,34.0,21.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
406,0.0,3,51.0,7.75,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
407,1.0,2,3.0,18.75,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,0.0,3,21.0,7.775,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
409,0.0,3,17.33372950649182,25.4667,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
410,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
411,0.0,3,28.22625599477246,6.8583,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
412,1.0,1,33.0,90.0,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
413,0.0,2,32.535640595957396,0.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
414,1.0,3,44.0,7.925,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
415,0.0,3,32.49434306285119,8.05,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
416,1.0,2,34.0,32.5,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
417,1.0,2,18.0,13.0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
418,0.0,2,30.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
419,0.0,3,10.0,24.15,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
420,0.0,3,28.22625599477246,7.8958,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
421,0.0,3,21.0,7.7333,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
422,0.0,3,29.0,7.875,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
423,0.0,3,28.0,14.4,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
424,0.0,3,18.0,20.2125,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
425,0.0,3,28.22625599477246,7.25,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
426,1.0,2,28.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
427,1.0,2,19.0,26.0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
428,0.0,3,28.22625599477246,7.75,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,1.0,3,32.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
430,1.0,1,28.0,26.55,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
431,1.0,3,32.49434306285119,16.1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
432,1.0,2,42.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
433,0.0,3,17.0,7.125,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
434,0.0,1,50.0,55.9,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
435,1.0,1,14.0,120.0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
436,0.0,3,21.0,34.375,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
437,1.0,2,24.0,18.75,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
438,0.0,1,64.0,263.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
439,0.0,2,31.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
440,1.0,2,45.0,26.25,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
441,0.0,3,20.0,9.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
442,0.0,3,25.0,7.775,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
443,1.0,2,28.0,13.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
444,1.0,3,28.22625599477246,8.1125,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
445,1.0,1,4.0,81.8583,2,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446,1.0,2,13.0,19.5,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
447,1.0,1,34.0,26.55,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
448,1.0,3,5.0,19.2583,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
